game_id,play_id,nfl_id,frame_id,x,y,play_direction,side_of_field,possession_team,defensive_team,team_coverage_type,dropback_type,pass_result,LOS,receiver_id,ball_x,ball_y,nearest_def,players,is_receiver,is_nearest_def,ball_field_zone,receiver_x,receiver_y,dist_to_receiver,dist_at_throw,pct_change
2023090700,101,52546,5,47.71,10.46,right,right,DET,KC,COVER_2_ZONE,TRADITIONAL,I,42,44930,63.2599983215332,-0.219999998807907,52546,3,FALSE,TRUE,Right Deep Out,56.09,12.95,8.742110729108848,5.579175566335949,56.69180
2023090700,194,54653,5,31.980000000000004,31.799999999999997,left,left,KC,DET,COVER_1_MAN,TRADITIONAL,C,31,41325,35.05999755859381,31.549999999999997,54653,5,FALSE,TRUE,Shallow Middle,33.769999999999996,32.08,1.8117670931993362,1.935458601985582,-6.39081139
2023090700,219,53953,5,49.34,44.29,left,left,KC,DET,COVER_4_ZONE,TRADITIONAL,C,41,53591,44.150001525878906,41.8100002288818,53953,3,FALSE,TRUE,Left Flat,45.28,43.22,4.198630729178266,4.819180428247105,-12.876665
2023090700,361,46137,5,35.4,47.43,right,left,DET,KC,COVER_4_ZONE,TRADITIONAL,C,22,38696,26.1000003814697,49.1800003051758,46137,3,FALSE,TRUE,Left Flat,33.81,49.23,2.4016869071550473,2.210701246211254,8.639144
2023090700,436,46137,5,36.59,38.38,right,left,DET,KC,COVER_1_MAN,TRADITIONAL,C,31,53541,34.8899993896484,34.8199996948242,46137,3,FALSE,TRUE,Left Shallow SHC,35.07,36.24,2.62488094968134,2.7585684693333254,-4.846264
2023090700,461,52546,5,50.6,10.6,right,right,DET,KC,COVER_6_ZONE,TRADITIONAL,C,44,44930,55.9099998474121,18.8299999237061,52546,6,FALSE,TRUE,Right SHC,54.5,15.39,6.176900517249732,4.32134238402837,42.93939
2023090700,530,54568,5,90.94,17.98,right,right,DET,KC,COVER_2_ZONE,TRADITIONAL,C,86,53541,88.6900024414062,15.1300001144409,54568,3,FALSE,TRUE,Right Shallow SHC,89.94,15.28,2.879236009777595,3.341766000186132,-13.840885
2023090700,621,54527,5,103.97,21.65,right,right,DET,KC,COVER_1_MAN,TRADITIONAL,C,101,53541,102.919998168945,18.2700004577637,54527,4,FALSE,TRUE,Right Shallow SHC,103.5,20.2,1.5242703172337893,1.4046351839534763, 8.5171676
2023090700,713,44888,5,41.75,42.919999999999995,left,left,KC,DET,COVER_4_ZONE,TRADITIONAL,I,37,53591,40.0899963378906,44.32999973297119,44888,3,FALSE,TRUE,Left Flat,41.43000000000001,43.51,0.6711929677819931,1.1950313803411123,-43.83470
2023090700,736,55910,5,49.959999999999994,15.119999999999997,left,right,KC,DET,COVER_1_MAN,TRADITIONAL,C,37,46213,51.5299987792969,12.849999237060494,55910,5,FALSE,TRUE,Right SHC,49.22,17.029999999999994,2.048340791958208,2.0646065000382046,-0.7878357
2023090700,877,47888,5,91.67,18.17,right,right,KC,DET,COVER_3_ZONE,TRADITIONAL,C,71,46243,83.0599975585938,17.7099990844727,47888,5,FALSE,TRUE,Right SHC,85.99,16.08,6.052313607208411,5.417933185265399,11.708901
2023090700,902,55910,5,91.15,28.9,right,left,KC,DET,COVER_1_MAN,TRADITIONAL,I,85,55920,88.370002746582,31.4400005340576,55910,5,FALSE,TRUE,Shallow Middle,89.02,29.73,2.286000874890481,3.446461953946398,-33.671083
2023090700,1001,47888,5,115.51,28.4,right,left,KC,DET,COVER_0_MAN,TRADITIONAL,C,109,55920,115.610000610352,34.7999992370605,47888,5,FALSE,TRUE,Left Shallow SHC,118.02,35.45,7.483488491338783,7.32461603089199,2.169021
2023090700,1069,53487,5,43.95,27.799999999999997,left,left,DET,KC,COVER_3_ZONE,TRADITIONAL,C,35,53959,37.639999389648395,24.269999313354496,53487,2,FALSE,TRUE,Shallow Middle,39.760000000000005,24.199999999999996,5.524137941796891,6.439161436087773,-14.210290
2023090700,1154,54486,5,69.97999999999999,39.23,left,left,DET,KC,COVER_3_ZONE,TRADITIONAL,C,49,53541,67.0400009155273,38.0600002288818,54486,5,FALSE,TRUE,Left SHC,66.19,32.16,8.021782844231073,10.441934686637333,-23.177236
2023090700,1201,54486,5,72.71000000000001,44.37,left,left,DET,KC,COVER_2_ZONE,TRADITIONAL,C,69,55899,68.61000061035159,36.8300006866455,54486,3,FALSE,TRUE,Behind LOS,70.8,41.29,3.6241550739448267,2.1856349191939564,65.81704
2023090700,1422,54562,5,33.38,23.52,right,right,KC,DET,COVER_1_MAN,TRADITIONAL,I,22,53591,44.6199989318848,15.4499998092651,54562,6,FALSE,TRUE,Right Deep Out,34.11,23.18,0.8052949770115267,0.6768308503607086,18.980241
2023090700,1494,54486,5,69.81,37.519999999999996,left,left,DET,KC,COVER_3_ZONE,TRADITIONAL,I,56,38696,69.95000076293951,33.769999313354496,54486,5,FALSE,TRUE,Left SHC,69.09,36.589999999999996,1.1761377470347587,0.9160785992478941,28.388301
2023090700,1588,53953,5,72.41,38.3,right,left,KC,DET,COVER_4_ZONE,TRADITIONAL,I,53,46309,88.6100006103516,33.1100006103516,53953,5,FALSE,TRUE,Deep Middle,72.02,37.44,0.9442986815621419,0.9476286192385681,-0.3513969
2023090700,1618,55910,5,59.79,34.9,right,left,KC,DET,COVER_4_ZONE,TRADITIONAL,C,53,55920,54.1599998474121,33.3400001525879,55910,3,FALSE,TRUE,Left Shallow SHC,55.85,35.68,4.0164661084092295,4.936598018878994,-18.638988
2023090700,1679,54653,5,60.3,22.24,right,right,KC,DET,COVER_2_ZONE,TRADITIONAL,C,46,46243,76.4000015258789,25.6299991607666,54653,6,FALSE,TRUE,Deep Middle,67.6,20.77,7.446536107479769,4.851360633884065,53.49377
2023090700,1711,53953,5,89.44,43.35,right,left,KC,DET,COVER_2_ZONE,TRADITIONAL,C,80,46213,100.569999694824,50,53953,5,FALSE,TRUE,Left Deep Out,95.15,43.82,5.729310604252495,4.031786204649251,42.10353
2023090700,1741,54562,5,113.37,23.16,right,right,KC,DET,COVER_0_MAN,TRADITIONAL,C,106,42460,107.610000610352,21.5699996948242,54562,4,FALSE,TRUE,Right Shallow SHC,110.25,20.1,4.370125856311237,3.5234642044442612,24.029239
2023090700,1812,52546,5,41.16,10.89,left,right,DET,KC,COVER_2_ZONE,TRADITIONAL,C,35,55899,37.7600021362305,14.090000915527298,52546,3,FALSE,TRUE,Right Shallow SHC,39.91,11.979999999999997,1.6584932921178765,1.8721645226849015,-11.413058
2023090700,1869,52546,5,50.620000000000005,16.75,left,right,DET,KC,COVER_1_MAN,TRADITIONAL,C,44,44930,47.9700012207031,22.220000076293896,52546,4,FALSE,TRUE,Shallow Middle,49.59,20.339999999999996,3.734836007109278,3.7391576591526596,-0.1155782
2023090700,1940,54486,5,72.86,12.449999999999996,left,right,DET,KC,COVER_2_ZONE,TRADITIONAL,I,52,38696,67.0200004577637,4.799999999999997,54486,5,FALSE,TRUE,Right Out,67.02000000000001,11.57,5.905929224093349,4.544403151129976,29.960504
2023090700,2118,53953,5,56.26,37.85,right,left,KC,DET,COVER_4_ZONE,TRADITIONAL,I,47,42460,55.5,34.5299987792969,53953,4,FALSE,TRUE,Left Shallow SHC,55.49,37.08,1.0889444430272825,1.274754878398194,-14.576170
2023090700,2141,53953,5,50.58,21.62,right,right,KC,DET,COVER_4_ZONE,TRADITIONAL,C,47,53591,47.5099983215332,18.3999996185303,53953,3,FALSE,TRUE,Right Shallow SHC,49.36,19.9,2.1087437018281774,3.0180954259267554,-30.129986
